template_id,segment_id,segment_name,lifecycle_stage,goal,theme,variant,message_title_en,message_title_hi,message_body_en,message_body_hi,cta_text_en,cta_text_hi,tone,hook,feature_reference
TPL_0341,3,Engaged Free Trials,paid,expansion,accomplishment,1,Unlock Pro,Pro Khole,Complete Core Feature to upgrade plan,"Core Feature poora karo, plan badhaye",Upgrade,Badhaye,aspirational,accomplishment,Core Feature
TPL_0342,3,Engaged Free Trials,paid,expansion,accomplishment,2,Dashboard Alert,Dashboard Alert,Check User Dashboard for new insights,Naye insights ke liye User Dashboard dekhe,View,Dekhe,encouraging,accomplishment,User Dashboard
TPL_0343,3,Engaged Free Trials,paid,expansion,accomplishment,3,New Badge,Naya Badge,Earned new badge from Ai Tutor,Ai Tutor se naya badge hasil kiya,Claim,Hasil Kare,celebratory,accomplishment,Ai Tutor
TPL_0344,3,Engaged Free Trials,paid,expansion,accomplishment,4,Leaderboard,Leaderboard,Climb Leaderboard with daily practice,Rozana practice se Leaderboard par chadhe,Practice,Practice Kare,urgent,accomplishment,Leaderboard
TPL_0345,3,Engaged Free Trials,paid,expansion,accomplishment,5,Achievement,Upalabdhi,Received new notification for achievement,Upalabdhi ke liye naya notification mila,See,Dekhein,friendly,accomplishment,Notifications
TPL_0346,3,Engaged Free Trials,paid,expansion,empowerment,1,Unlock Pro,Pro khole,Upgrade now to unlock Core Feature & Ai Tutor,"Abhi upgrade karein, Core Feature & Ai Tutor kholein",Upgrade,Upgrade,encouraging,empowerment,"Core Feature, Ai Tutor"
TPL_0347,3,Engaged Free Trials,paid,expansion,empowerment,2,Lead the Pack,Sabse aage,Climb the Leaderboard with daily practice & Notifications,Rozana practice & Notifications se Leaderboard par chadhein,Practice,Shuru karein,aspirational,empowerment,"Leaderboard, Notifications"
TPL_0348,3,Engaged Free Trials,paid,expansion,empowerment,3,Dashboard Alert,Dashboard suchna,Check your User Dashboard for new insights & progress,Naye insights & pragati ke liye User Dashboard dekhein,Check,Dekhein,friendly,empowerment,User Dashboard
TPL_0349,3,Engaged Free Trials,paid,expansion,empowerment,4,Last Chance,Antim mauka,Limited time offer: Upgrade to Pro & unlock all features,"Simit samay ki peshkash: Pro mein upgrade karein, sabhi features kholein",Upgrade,Abhi karein,urgent,empowerment,"Core Feature, Ai Tutor, Leaderboard"
TPL_0350,3,Engaged Free Trials,paid,expansion,empowerment,5,You're a Star,Aap star hain,Congratulations! You've reached top 10 on the Leaderboard,Badhai ho! Aap Leaderboard par top 10 mein pahunch gaye hain,Share,Saajha karein,celebratory,empowerment,Leaderboard
TPL_0351,3,Engaged Free Trials,paid,retention,accomplishment,1,You're a Pro!,Aap ek Pro hain!,Completed Core Feature tutorials! 🎉,Core Feature tutorials poora kiya! 🎉,Next,Aage,celebratory,accomplishment,Core Feature
TPL_0352,3,Engaged Free Trials,paid,retention,accomplishment,2,Dashboard Alert,Dashboard Alert,New achievements on your User Dashboard!,Aapke User Dashboard par naye achievements!,View, Dekho,encouraging,accomplishment,User Dashboard
TPL_0353,3,Engaged Free Trials,paid,retention,accomplishment,3,Tutor's Tip,Tutor ka Tip,Ai Tutor suggests practicing Core Feature daily.,Ai Tutor kehta hai ki Core Feature ko roz practice karo.,Practice,Practice,friendly,accomplishment,"Ai Tutor, Core Feature"
TPL_0354,3,Engaged Free Trials,paid,retention,accomplishment,4,Leaderboard Update,Leaderboard Update,You're close to topping the Leaderboard!,Aap Leaderboard par sabse upar hone ke karib hain!,Climb,Chadho,aspirational,accomplishment,Leaderboard
TPL_0355,3,Engaged Free Trials,paid,retention,accomplishment,5,Time's Running Out,Samay kam hai,Only a day left to complete Core Feature tutorials!,Core Feature tutorials poora karne ke liye sirf ek din baki hai!,Finish,Poora karo,urgent,accomplishment,Core Feature
TPL_0356,3,Engaged Free Trials,paid,retention,empowerment,1,Unlock Pro,Pro Kholein,Maximize Core Feature with paid plan,Core Feature ko badhayein paid plan se,Upgrade,Badhayein,encouraging,empowerment,Core Feature
TPL_0357,3,Engaged Free Trials,paid,retention,empowerment,2,Dashboard,Dashboard,Track progress on User Dashboard,User Dashboard par progress track karein,View, Dekhein,friendly,empowerment,User Dashboard
TPL_0358,3,Engaged Free Trials,paid,retention,empowerment,3,New Alert,Naya Alert,Customize Notifications for better control,Notifications ko customize karein behtar control ke liye,Edit,Sudharein,aspirational,empowerment,Notifications
TPL_0359,3,Engaged Free Trials,paid,retention,empowerment,4,Tutor Alert,Tutor Alert,Ai Tutor is available to guide you,Ai Tutor aapko guide karne ke liye available hai,Learn,Seekhein,urgent,empowerment,Ai Tutor
TPL_0360,3,Engaged Free Trials,paid,retention,empowerment,5,Leader,Leader,You're on the Leaderboard!,Aap Leaderboard par hain!,See,Dekhein,celebratory,empowerment,Leaderboard
TPL_0361,3,Engaged Free Trials,trial,activation,accomplishment,1,Unlock Pro,Pro Khole,Complete Core Feature to unlock premium! 🚀,"Core Feature poora karein, premium kholein! 🚀",Try Now,Abhi Try,encouraging,accomplishment,Core Feature
TPL_0362,3,Engaged Free Trials,trial,activation,accomplishment,2,Dashboard Alert,Dashboard Alert,You're close to mastering User Dashboard! Keep going!,Aap User Dashboard master karne ke kareeb hain! Aage badhein!,Explore,Anveshan,friendly,accomplishment,User Dashboard
TPL_0363,3,Engaged Free Trials,trial,activation,accomplishment,3,New Badge,Naya Badge,Earned a new badge from Ai Tutor! Check Notifications to see!,Ai Tutor se naya badge hasil kiya! Notifications mein dekhein!,View, Dekhein,celebratory,accomplishment,"Ai Tutor, Notifications"
TPL_0364,3,Engaged Free Trials,trial,activation,accomplishment,4,Leaderboard,Leaderboard,Climb the Leaderboard by completing Core Feature today!,Aaj Core Feature poora karke Leaderboard par chadhein!,Climb,Chadhein,aspirational,accomplishment,"Leaderboard, Core Feature"
TPL_0365,3,Engaged Free Trials,trial,activation,accomplishment,5,Time's Up,Samay Khatam,Only 24 hours left to try Core Feature! Don't miss out!,Core Feature try karne ke liye sirf 24 ghante bache hain! Miss na karein!,Try,Try,urgent,accomplishment,Core Feature
TPL_0366,3,Engaged Free Trials,trial,activation,ownership,1,Unlock Pro,Pro khole,"Complete trial, own your progress","Trial poora kare, apni pragati ka malik bane",Activate,Chalu kare,encouraging,ownership,Core Feature
TPL_0367,3,Engaged Free Trials,trial,activation,ownership,2,Dashboard Alert,Dashboard suchna,Track your growth on User Dashboard,User Dashboard par apni vriddhi ko track kare,View, Dekhe,friendly,ownership,User Dashboard
TPL_0368,3,Engaged Free Trials,trial,activation,ownership,3,Tutor Alert,Tutor suchna,Ai Tutor has new lessons for you,Ai Tutor ke liye aapke liye naye path yojana hai,Learn,Seekhe,aspirational,ownership,Ai Tutor
TPL_0369,3,Engaged Free Trials,trial,activation,ownership,4,Time's Up,Samay khatam,"Trial ending soon, own your access","Trial jald hi khatam hone wala hai, apni access ka malik bane",Activate,Chalu kare,urgent,ownership,Core Feature
TPL_0370,3,Engaged Free Trials,trial,activation,ownership,5,Leader,Neta,You're a top performer on Leaderboard,Aap Leaderboard par sabse upar hai,See, Dekhe,celebratory,ownership,Leaderboard
TPL_0371,3,Engaged Free Trials,trial,conversion_readiness,accomplishment,1,Unlock Pro,Pro Kholen,Complete Core Feature to unlock Pro version! 🚀,Core Feature poora karen aur Pro version kholen!,Unlock,Kholen,encouraging,accomplishment,Core Feature
TPL_0372,3,Engaged Free Trials,trial,conversion_readiness,accomplishment,2,You're a Star,Aap Ek Star,Climb the Leaderboard with Ai Tutor's help!,Ai Tutor ki madad se Leaderboard par chadhen!,Learn,Seekhen,aspirational,accomplishment,"Ai Tutor, Leaderboard"
TPL_0373,3,Engaged Free Trials,trial,conversion_readiness,accomplishment,3,Dashboard Alert,Dashboard Alert,Check your User Dashboard for new updates!,Naye updates ke liye User Dashboard dekhen!,View,Dekhen,friendly,accomplishment,User Dashboard
TPL_0374,3,Engaged Free Trials,trial,conversion_readiness,accomplishment,4,Time's Running,Samay Beet Raha,Limited time left to try Core Feature!,Core Feature azmana ke liye samay seemit hai!,Try,Azmanen,urgent,accomplishment,Core Feature
TPL_0375,3,Engaged Free Trials,trial,conversion_readiness,accomplishment,5,Milestone Achieved,Milestone Poora,Congratulations! You've completed a tough lesson with Ai Tutor!,Badhai! Aapne Ai Tutor ke saath ek kathin lesson poora kiya!,Celebrate,Jashn Manayen,celebratory,accomplishment,Ai Tutor
TPL_0376,3,Engaged Free Trials,trial,conversion_readiness,ownership,1,Unlock Pro,Pro Kholein,"Complete trial, own Core Feature forever!","Trial pura karein, Core Feature hamesha ke liye!",Upgrade,Badhayein,encouraging,ownership,Core Feature
TPL_0377,3,Engaged Free Trials,trial,conversion_readiness,ownership,2,Dashboard Alert,Dashboard Sahita,"Your User Dashboard needs attention, check now!","Aapka User Dashboard dekhne layak hai, abhi check karein!",Check, Dekhein,urgent,ownership,User Dashboard
TPL_0378,3,Engaged Free Trials,trial,conversion_readiness,ownership,3,Tutor Tip,Tutor Tip,Ai Tutor suggests: practice daily for better results!,"Ai Tutor kehta hai: roj abhyas karein, behtar parinaam ke liye!",Practice,Abhyas,friendly,ownership,Ai Tutor
TPL_0379,3,Engaged Free Trials,trial,conversion_readiness,ownership,4,Leaderboard,Leaderboard,"Climb the Leaderboard, show off your skills!","Leaderboard par chadhein, apne hunar dikhayein!",Compete,Pratiyogita,aspirational,ownership,Leaderboard
TPL_0380,3,Engaged Free Trials,trial,conversion_readiness,ownership,5,Customize,Anukoolit,"Own your experience, customize Notifications now!","Apna anubhav swami banaein, Notifications abhi anukoolit karein!",Customize,Anukoolit,celebratory,ownership,Notifications
TPL_0381,3,Engaged Free Trials,trial,feature_discovery,accomplishment,1,Unlock Core,Core Khole,Complete 3 tasks to unlock Core Feature! 🚀,"3 tasks poora karo, Core Feature khole! 🚀",Try Now,Ab Try,encouraging,accomplishment,Core Feature
TPL_0382,3,Engaged Free Trials,trial,feature_discovery,accomplishment,2,Dashboard,Dashboard,Check your progress on User Dashboard!,Aapka progress User Dashboard par dekhe!,View, Dekhe,friendly,accomplishment,User Dashboard
TPL_0383,3,Engaged Free Trials,trial,feature_discovery,accomplishment,3,New Alert,Naya Alert,Get notified about new features with Notifications!,Notifications ke saath naye features ke baare me pata kare!,Explore,Anwe,aspirational,accomplishment,Notifications
TPL_0384,3,Engaged Free Trials,trial,feature_discovery,accomplishment,4,Tutor Time,Tutor Samay,Ai Tutor is waiting to help you! ⏰,Ai Tutor aapki madad ke liye taiyar hai! ⏰,Learn,Seekhe,urgent,accomplishment,Ai Tutor
TPL_0385,3,Engaged Free Trials,trial,feature_discovery,accomplishment,5,Leader,Leader,Climb the Leaderboard with your accomplishments!,Aapke accomplishments ke saath Leaderboard par chadhe!,Climb,Chadhe,celebratory,accomplishment,Leaderboard
TPL_0386,3,Engaged Free Trials,trial,feature_discovery,ownership,1,Unlock More,Aur Kuch,Complete Core Feature to earn badges and climb Leaderboard!,"Core Feature poora karo, badges jeeto aur Leaderboard mein chadho!",Start,Shuru,encouraging,ownership,"Core Feature, Leaderboard"
TPL_0387,3,Engaged Free Trials,trial,feature_discovery,ownership,2,Your Space,Aapka Dashboard,Customize User Dashboard to track progress and get Notifications!,"User Dashboard customize karo, progress track karo aur Notifications paao!",Edit,Sudhar,friendly,ownership,"User Dashboard, Notifications"
TPL_0388,3,Engaged Free Trials,trial,feature_discovery,ownership,3,Lead The Way,Aage Chalo,Use Ai Tutor to master skills and top the Leaderboard!,"Ai Tutor ka upyog karo, skills mein maharat haasil karo aur Leaderboard mein sabse aage niklo!",Learn,Seekho,aspirational,ownership,"Ai Tutor, Leaderboard"
TPL_0389,3,Engaged Free Trials,trial,feature_discovery,ownership,4,Time's Running,Samay Kam Hai,Trial ending soon! Explore Core Feature to make most of it!,Trial jald hi khatam hone wala hai! Core Feature explore karo aur iska sabse zyada fayda uthao!,Explore,Anwe,urgent,ownership,Core Feature
TPL_0390,3,Engaged Free Trials,trial,feature_discovery,ownership,5,You're Ahead,Aap Aage,Congratulations! You're climbing Leaderboard with Ai Tutor's help!,Badhai ho! Aap Ai Tutor ki madad se Leaderboard mein aage badh rahe hain!,Keep,Jari,celebratory,ownership,"Ai Tutor, Leaderboard"
TPL_0391,3,Engaged Free Trials,trial,habit_formation,accomplishment,1,You're a star!,Aap ek star hain!,Complete 3 Core Feature sessions to unlock Ai Tutor,"3 Core Feature sessions poora karein, Ai Tutor unlock karein",Start,Shuru karein,encouraging,accomplishment,"Core Feature, Ai Tutor"
TPL_0392,3,Engaged Free Trials,trial,habit_formation,accomplishment,2,Dashboard Alert,Dashboard Alert,Check your User Dashboard for new achievements,Naye achievements ke liye User Dashboard check karein,View, Dekhein,friendly,accomplishment,User Dashboard
TPL_0393,3,Engaged Free Trials,trial,habit_formation,accomplishment,3,Leaderboard Update,Leaderboard Update,"You're close to topping the Leaderboard, keep going!","Aap Leaderboard par sabse upar hone ke kareeb hain, aage badhein!",Play,Khelien,aspirational,accomplishment,Leaderboard
TPL_0394,3,Engaged Free Trials,trial,habit_formation,accomplishment,4,Time's running out,Samay kam ho raha hai,"Only 24 hours left to try Core Feature, don't miss out","Core Feature ko azmaane ke liye sirf 24 ghante bache hain, miss na karein",Try,Azmaayein,urgent,accomplishment,Core Feature
TPL_0395,3,Engaged Free Trials,trial,habit_formation,accomplishment,5,Congratulations!,Badhaai ho!,"You've completed your first week, check Notifications for rewards","Aapne apna pehla hafte poora kiya, rewards ke liye Notifications check karein",Claim,Dawa karein,celebratory,accomplishment,Notifications
TPL_0396,3,Engaged Free Trials,trial,habit_formation,ownership,1,Your Space,Aapka Khoj,Make the most of your trial with personalized Ai Tutor sessions,Apne trial ko behtar banayein vyaktigat Ai Tutor sessions ke saath,Start,Shuru,encouraging,ownership,Ai Tutor
TPL_0397,3,Engaged Free Trials,trial,habit_formation,ownership,2,Lead Board,Netritva Board,Climb the Leaderboard with consistent practice of Core Feature,Niyamit abhyas ke saath Leaderboard par chadhein Core Feature ka,Play,Khel,aspirational,ownership,"Leaderboard, Core Feature"
TPL_0398,3,Engaged Free Trials,trial,habit_formation,ownership,3,Dashboard,Dashboard,Track your progress on the User Dashboard and own your growth,User Dashboard par apni pragati ko track karein aur apne vikas ko swikaar karein,View, Dekh,friendly,ownership,User Dashboard
TPL_0399,3,Engaged Free Trials,trial,habit_formation,ownership,4,Time's Up,Samay Samapt,"Only a few days left to make the most of your trial, use Notifications to stay on track","Apne trial ko pura fayda uthane ke liye sirf kuch din bache hain, Notifications ka upyog karein",Now,Ab,urgent,ownership,Notifications
TPL_0400,3,Engaged Free Trials,trial,habit_formation,ownership,5,Milestone,Milestone,"Congratulations, you've completed a week of consistent practice with Core Feature!","Badhai ho, aapne Core Feature ke saath niyamit abhyas ki ek saptaah puri ki hai!",Next,Agle,celebratory,ownership,Core Feature
TPL_0401,4,Social Power Users,churned,re_engagement,loss_avoidance,1,Come Back!,Wapas Aao!,You're missing out on Core Feature updates! 🚀,Aap Core Feature ke updates se chuke hain! 🚀,Rejoin,Wapas Aao,urgent,loss_avoidance,Core Feature
TPL_0402,4,Social Power Users,churned,re_engagement,loss_avoidance,2,Leaderboard Alert,Leaderboard Chetavani,Your friends are overtaking you on the Leaderboard!,Aapke dost Leaderboard par aapko peechhe kar rahe hain!,Climb,Chadho,encouraging,loss_avoidance,Leaderboard
TPL_0403,4,Social Power Users,churned,re_engagement,loss_avoidance,3,Don't Miss Out,Chhoden Na,Ai Tutor has new lessons! Don't fall behind.,Ai Tutor ke naye path hain! Peechhe na rahein.,Learn,Seekho,aspirational,loss_avoidance,Ai Tutor
TPL_0404,4,Social Power Users,churned,re_engagement,loss_avoidance,4,Dashboard Alert,Dashboard Chetavani,Your User Dashboard needs attention! ⚠️,Aapka User Dashboard dhyan ki zaroorat hai! ⚠️,Check,Jaanchen,friendly,loss_avoidance,User Dashboard
TPL_0405,4,Social Power Users,churned,re_engagement,loss_avoidance,5,Notifications Off?,Notifications Bandh?,Turn on Notifications to stay updated!,Notifications on karein taaza rehtein!,On,Chalu,celebratory,loss_avoidance,Notifications
TPL_0406,4,Social Power Users,churned,re_engagement,social_influence,1,Missed You,Aapko Yaad Kiya,"Your friends are using Core Feature, join them!","Aapke doston ne Core Feature use kiya, aap bhi shamil ho!",Rejoin,Phir Se Shuru,encouraging,social_influence,Core Feature
TPL_0407,4,Social Power Users,churned,re_engagement,social_influence,2,Leaderboard,Leaderboard,"You were a top user, reclaim your spot!","Aap ek top user the, apni jagah wapas le!",Play,Khelna,aspirational,social_influence,Leaderboard
TPL_0408,4,Social Power Users,churned,re_engagement,social_influence,3,Friends Ahead,Doston Ne Aage,"Friends are progressing with Ai Tutor, catch up!","Doston ne Ai Tutor se aage badha, aap bhi badhein!",Learn,Seekhein,friendly,social_influence,Ai Tutor
TPL_0409,4,Social Power Users,churned,re_engagement,social_influence,4,Dashboard Alert,Dashboard Alert,"New updates on your User Dashboard, check now!","Aapke User Dashboard par naye updates, abhi check karein!",Check,Check Karein,urgent,social_influence,User Dashboard
TPL_0410,4,Social Power Users,churned,re_engagement,social_influence,5,Comeback,Wapas Aayein,"Notifications are waiting, come back and stay updated!","Notifications aapka intezar kar rahe, wapas aayein aur update rahein!",Back,Wapas,celebratory,social_influence,Notifications
TPL_0411,4,Social Power Users,inactive,activation,unpredictability,1,New Challenge,Naya Challenge,Surprise! New Core Feature unlocked. Check your User Dashboard now!,Surprise! Naya Core Feature unlock hua hai. Abhi apna User Dashboard check karo!,Play,Khelo,encouraging,unpredictability,"Core Feature, User Dashboard"
TPL_0412,4,Social Power Users,inactive,activation,unpredictability,2,Mystery Reward,Raaz Reward,Complete a task on Ai Tutor to win a surprise reward. Check Leaderboard to see who's ahead!,Ai Tutor par ek task complete karo aur raaz reward jeeto. Leaderboard par dekho kaun aage hai!,Learn,Seekho,aspirational,unpredictability,"Ai Tutor, Leaderboard"
TPL_0413,4,Social Power Users,inactive,activation,unpredictability,3,Limited Time,Samay Simit,Only 24 hours left to unlock a special feature. Check Notifications for more info!,Vishesh feature unlock karne ke liye sirf 24 ghante bache hain. Aur adhik jaankari ke liye Notifications check karo!,Unlock,Unlock,urgent,unpredictability,Notifications
TPL_0414,4,Social Power Users,inactive,activation,unpredictability,4,New Leader,Naya Leader,You've been dethroned! Check Leaderboard to see who's the new champion. Get back on top with Core Feature!,Aapko haraya gaya hai! Leaderboard par dekho kaun naya champion hai. Core Feature ke saath phir se top par aa jao!,Play,Khelo,celebratory,unpredictability,"Leaderboard, Core Feature"
TPL_0415,4,Social Power Users,inactive,activation,unpredictability,5,Hidden Bonus,Chhupa Bonus,Discover a hidden bonus in your User Dashboard. Use it to boost your progress on Ai Tutor!,Apne User Dashboard par chhupa bonus dhoondo. Iska upyog Ai Tutor par apni pragati badhane ke liye karo!,Claim,Davo,friendly,unpredictability,"User Dashboard, Ai Tutor"
TPL_0416,4,Social Power Users,inactive,activation,social_influence,1,Join Back,Wapas Aao,Your friends are waiting! Resume learning with Core Feature,Aapke friends aapka wait kar rahe! Core Feature ke saath seekhna shuru karo,Rejoin,Wapas Aao,encouraging,social_influence,Core Feature
TPL_0417,4,Social Power Users,inactive,activation,social_influence,2,Leader Alert,Leader Alert,You were a top user! Check Leaderboard to see where you stand,Aap ek top user the! Leaderboard mein dekhein ki aap kahan hain,See,Dekho,aspirational,social_influence,Leaderboard
TPL_0418,4,Social Power Users,inactive,activation,social_influence,3,New Insights,Naye Insights,Ai Tutor has new tips! Get back to learning with User Dashboard,Ai Tutor ke paas naye tips hain! User Dashboard ke saath seekhna shuru karo,Learn,Seekho,friendly,social_influence,"Ai Tutor, User Dashboard"
TPL_0419,4,Social Power Users,inactive,activation,social_influence,4,Time's Up,Samay Khatam,Don't miss out! Resume using Core Feature before it's too late,Piche mat rehna! Core Feature ka upyog karne se pehle samay samapth ho jaayega,Now,Abhi,urgent,social_influence,Core Feature
TPL_0420,4,Social Power Users,inactive,activation,social_influence,5,Welcome Back,Swaagat Hai,You're back! Celebrate with Notifications and Ai Tutor,Aap wapas aa gaye! Notifications aur Ai Tutor ke saath jashn manayein,Celebrate,Jashn Manao,celebratory,social_influence,"Notifications, Ai Tutor"
TPL_0421,4,Social Power Users,paid,advocacy,social_influence,1,Lead Now,Aage Chalo,You're in top 10 on Leaderboard! Share your success story,Aap Leaderboard par top 10 me hain! Apni kahaani baantiye,Share,Baantiye,celebratory,social_influence,Leaderboard
TPL_0422,4,Social Power Users,paid,advocacy,social_influence,2,Unlock Next,Agle Star,Friends are waiting for you to unlock next Core Feature,Aapke dost aage badhne ke liye aapka intzaar kar rahe hain,Unlock,Kholiye,encouraging,social_influence,Core Feature
TPL_0423,4,Social Power Users,paid,advocacy,social_influence,3,Tutor's Tip,Tutor Ki Salah,Ai Tutor suggests: help friends on User Dashboard to rise on Leaderboard,Ai Tutor kehta hai: User Dashboard par dostoon ki madad karein,Help,Madad Karein,friendly,social_influence,"Ai Tutor, User Dashboard, Leaderboard"
TPL_0424,4,Social Power Users,paid,advocacy,social_influence,4,Limited Time,Samay Simit,Only 24 hours left to climb Leaderboard with friends,Leaderboard par chadne ke liye sirf 24 ghante bache hain,Climb,Chadho,urgent,social_influence,Leaderboard
TPL_0425,4,Social Power Users,paid,advocacy,social_influence,5,You Inspire,Aap Prerna,Your friends look up to you: share Core Feature progress on Notifications,Aapke dost aapki tarakki dekhte hain: Notifications par apni kahaani baantiye,Share,Baantiye,aspirational,social_influence,"Core Feature, Notifications"
TPL_0426,4,Social Power Users,paid,advocacy,empowerment,1,Unlock,Anlock karo,Reach top 10 on Leaderboard with Ai Tutor,Ai Tutor ke saath Leaderboard par top 10 mein pahunchen,Try,Karo,aspirational,empowerment,"Leaderboard, Ai Tutor"
TPL_0427,4,Social Power Users,paid,advocacy,empowerment,2,New,Naya,Discover new skills with Core Feature,Core Feature ke saath naye kaushal khojen,Explore,Khojen,encouraging,empowerment,Core Feature
TPL_0428,4,Social Power Users,paid,advocacy,empowerment,3,Achieve,Paayein,Get notified about your progress on User Dashboard,User Dashboard par apne pragati ke baare mein jaanein,View, Dekhen,friendly,empowerment,"User Dashboard, Notifications"
TPL_0429,4,Social Power Users,paid,advocacy,empowerment,4,Lead,Aage,Outshine others with Ai Tutor's expert tips,Ai Tutor ke expert sujhavon ke saath doosron ko peeche chhodien,Learn,Seekhen,urgent,empowerment,Ai Tutor
TPL_0430,4,Social Power Users,paid,advocacy,empowerment,5,Celebrate,Jashn,You're a top user! Check Leaderboard for your rank,Aap ek top user hain! Leaderboard par apna rank dekhen,See,Dekhen,celebratory,empowerment,Leaderboard
TPL_0431,4,Social Power Users,paid,deepening,social_influence,1,Lead Now,Aage Chalo,Your friends are waiting for you on the Leaderboard! 💪,Aapke doston ka intezaar hai Leaderboard par!,Join,Shamil Ho,encouraging,social_influence,Leaderboard
TPL_0432,4,Social Power Users,paid,deepening,social_influence,2,Unlock Pro,Pro Khole,Top users like you get exclusive Core Feature access! 🚀,Aap jaise top users ke liye Core Feature khula hai!,Unlock,Khole,aspirational,social_influence,Core Feature
TPL_0433,4,Social Power Users,paid,deepening,social_influence,3,New Achievements,Naye Achievements,Your progress is inspiring others on the User Dashboard! 👏,Aapka pragati doosron ko prerna de raha hai User Dashboard par!,View, Dekhe,celebratory,social_influence,User Dashboard
TPL_0434,4,Social Power Users,paid,deepening,social_influence,4,Ai Tutor Alert,Ai Tutor Alert,Your Ai Tutor has new lessons for you! Don't miss out! 📚,Aapke Ai Tutor ke paas naye lessons hain! Chhode nahi!,Learn,Seekhe,urgent,social_influence,Ai Tutor
TPL_0435,4,Social Power Users,paid,deepening,social_influence,5,Notification,Suchna,Your friends are active on the platform! Join them now! 📱,Aapke doston ka platform par samay bita raha hai! Ab shamil ho!,Join,Shamil Ho,friendly,social_influence,Notifications
TPL_0436,4,Social Power Users,paid,deepening,empowerment,1,Unlock Pro,Pro Kholein,Master Core Feature with Ai Tutor and rise on Leaderboard,Ai Tutor ke saath Core Feature mein maharat haasil karein aur Leaderboard par chadhein,Learn,Seekhein,aspirational,empowerment,"Core Feature, Ai Tutor, Leaderboard"
TPL_0437,4,Social Power Users,paid,deepening,empowerment,2,New Insights,Naye Nazaare,Discover hidden patterns on your User Dashboard and boost progress,Aapke User Dashboard par chhipe nazaaron ko khojein aur aage badhein,View, Dekhein,encouraging,empowerment,User Dashboard
TPL_0438,4,Social Power Users,paid,deepening,empowerment,3,Stay Ahead,Aage Rahein,Get Notifications to track your progress and stay on top of Leaderboard,Aapki tarakki par nazar rakhne ke liye Notifications paayein aur Leaderboard par rahein,On,Chalu,urgent,empowerment,"Notifications, Leaderboard"
TPL_0439,4,Social Power Users,paid,deepening,empowerment,4,Achievement,Upalabdhi,Celebrate your milestones with Ai Tutor and plan next move on User Dashboard,Ai Tutor ke saath aapki upalabdhiyon ka jashn manayein aur User Dashboard par agla kadam uthayein,Plan,Yojna,celebratory,empowerment,"Ai Tutor, User Dashboard"
TPL_0440,4,Social Power Users,paid,deepening,empowerment,5,Expert Mode,Visheshagya Mode,Unlock advanced Core Feature with Ai Tutor and dominate Leaderboard,Ai Tutor ke saath advanced Core Feature kholein aur Leaderboard par kabza karein,Unlock,Kholein,friendly,empowerment,"Core Feature, Ai Tutor, Leaderboard"
TPL_0441,4,Social Power Users,paid,expansion,social_influence,1,Lead Now,Ab aage badho,Your friends are waiting for you on the Leaderboard! 🚀,Aapke doston ka intezaar hai Leaderboard par!,Join,Shamil ho,encouraging,social_influence,Leaderboard
TPL_0442,4,Social Power Users,paid,expansion,social_influence,2,Unlock Next,Agle star tak,Complete Core Feature to unlock next level with Ai Tutor!,"Core Feature poora karo, Ai Tutor ke saath agla star khole!",Start,Shuru karo,aspirational,social_influence,"Core Feature, Ai Tutor"
TPL_0443,4,Social Power Users,paid,expansion,social_influence,3,New High,Naya record,Your friends just achieved a new high score! Can you beat them?,Aapke doston ne naya record banaya! Kya aap unse hara sakte hain?,Play,Khelo,urgent,social_influence,Leaderboard
TPL_0444,4,Social Power Users,paid,expansion,social_influence,4,Dashboard Alert,Dashboard sajavat,Check your User Dashboard for new updates and rewards!,Naye updates aur rewards ke liye apna User Dashboard dekhein!,Check,Dekho,friendly,social_influence,User Dashboard
TPL_0445,4,Social Power Users,paid,expansion,social_influence,5,Top Rank,Sabse upar,You're close to the top rank! Keep going with Notifications!,Aap sabse upar ki aur hai! Notifications ke saath aage badhte raho!,Go,Chalo,celebratory,social_influence,Notifications
TPL_0446,4,Social Power Users,paid,expansion,empowerment,1,Unlock Pro,Pro Kholein,Upgrade skills with Ai Tutor and top Leaderboard!,Ai Tutor aur Leaderboard ke saath skills badhayein!,Unlock,Kholein,aspirational,empowerment,"Ai Tutor, Leaderboard"
TPL_0447,4,Social Power Users,paid,expansion,empowerment,2,New Insights,Naye Insights,Discover hidden patterns with User Dashboard!,User Dashboard ke saath chhipe patterns dhoondhein!,Explore,Dekhein,encouraging,empowerment,User Dashboard
TPL_0448,4,Social Power Users,paid,expansion,empowerment,3,Core Unlocked,Core Khula,Maximize Core Feature potential with Notifications!,Notifications ke saath Core Feature ka poora fayda uthayein!,Optimize,Sudharein,friendly,empowerment,"Core Feature, Notifications"
TPL_0449,4,Social Power Users,paid,expansion,empowerment,4,Rise & Shine,Jagein Aur Chmkein,Climb Leaderboard with daily Ai Tutor practice!,Rozana Ai Tutor practice ke saath Leaderboard par chadhein!,Start,Shuru,urgent,empowerment,"Ai Tutor, Leaderboard"
TPL_0450,4,Social Power Users,paid,expansion,empowerment,5,Milestone Achieved,Milestone Poora,Celebrate progress with User Dashboard insights!,User Dashboard ke insights ke saath apni progress jashn manayein!,Celebrate,Jashn,celebratory,empowerment,User Dashboard
